total_fitness,current_fitness,previous_fitness,live_enemies_count,dead_enemies_count,token,created_at
0.08374746,0.08136761,0.002379853,4,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:15:37 UTC
0.09005176,0.08767191,0.002379853,5,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:15:42 UTC
0.1122022,0.1089745,0.003227742,6,11,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:15:47 UTC
0.1217765,0.118234,0.003542428,7,12,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:15:52 UTC
0.1459368,0.1415615,0.004375309,8,15,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:15:57 UTC
0.1744428,0.1694628,0.004979965,10,17,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:02 UTC
0.2199351,0.2144209,0.005514226,13,19,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:07 UTC
0.2843221,0.2782697,0.006052332,17,21,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:12 UTC
0.3124035,0.3051457,0.007257856,17,25,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:17 UTC
0.3046566,0.2962931,0.00836349,17,29,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:22 UTC
0.2951802,0.2848892,0.01029099,17,35,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:27 UTC
0.4083434,0.3971626,0.01118077,23,38,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:32 UTC
0.4213921,0.4074759,0.01391619,23,47,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:37 UTC
0.4051346,0.3900259,0.01510867,23,51,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:42 UTC
0.6103343,0.5937728,0.01656151,34,56,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:47 UTC
0.6330173,0.6139001,0.01911725,34,64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:52 UTC
0.6337778,0.6124365,0.02134134,34,71,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:16:57 UTC
0.6070736,0.5831817,0.02389185,34,79,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:02 UTC
0.6042612,0.5788578,0.02540345,34,84,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:07 UTC
0.5990279,0.5721627,0.02686526,34,89,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:12 UTC
1.052897,1.023492,0.02940496,58,97,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:17 UTC
0.3279264,0.2957284,0.03219797,17,106,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:22 UTC
0.5195954,0.4841945,0.03540085,25,116,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:27 UTC
1.18751,1.148677,0.03883281,70,127,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:32 UTC
0.2371544,0.1948359,0.0423185,11,138,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:37 UTC
0.3510074,0.3055378,0.04546967,17,148,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:42 UTC
0.540543,0.4922717,0.0482713,29,157,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:47 UTC
1.833489,1.782966,0.0505232,115,164,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:52 UTC
0.06668251,0.0125,0.05418251,1,176,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:17:57 UTC
0.08806361,0.03010689,0.05795672,2,188,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:18:02 UTC
0.1440843,0.08232766,0.06175666,4,200,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:18:07 UTC
0.1983275,0.1347922,0.06353531,6,206,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxMTIzODAsImp0aSI6ImJhYTI4NmRmLTU1YmItNGE3ZS05OTRhLTgwYmU5NzE2NDM2ZCJ9.,2023-08-15 15:18:12 UTC
0.05988832,0.05988832,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:10:54 UTC
0.07038853,0.06976351,0.0006250147,3,2,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:10:59 UTC
0.04641711,0.04547918,0.0009379303,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:04 UTC
0.05787591,0.05693798,0.0009379303,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:09 UTC
0.05749914,0.05592469,0.001574448,3,5,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:14 UTC
0.04845534,0.04656887,0.001886468,3,6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:19 UTC
0.0460309,0.04383755,0.002193352,3,7,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:24 UTC
0.04830579,0.04611244,0.002193352,3,7,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:29 UTC
0.05325861,0.05076604,0.002492575,3,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:34 UTC
0.05239399,0.04990141,0.002492575,3,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:39 UTC
0.05502108,0.05192726,0.003093824,3,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:44 UTC
0.04724654,0.0438944,0.003352141,3,11,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:49 UTC
0.05476823,0.0514161,0.003352141,3,11,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:54 UTC
0.06032687,0.05697473,0.003352141,3,11,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:11:59 UTC
0.05595059,0.05228118,0.003669408,3,12,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:04 UTC
0.07755226,0.07339069,0.004161575,4,14,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:09 UTC
0.09343948,0.08899658,0.004442898,5,15,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:14 UTC
0.1169358,0.1118934,0.005042359,6,17,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:19 UTC
0.1280556,0.1223805,0.005675082,7,19,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:24 UTC
0.1621984,0.1559169,0.006281496,9,21,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:29 UTC
0.1626262,0.1560456,0.006580534,11,22,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:34 UTC
0.2177848,0.2109143,0.006870461,14,23,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:39 UTC
0.287948,0.2810775,0.006870461,18,23,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:44 UTC
0.3108127,0.3025003,0.008312335,18,28,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:49 UTC
0.3239687,0.3144087,0.009559971,18,32,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:54 UTC
0.3109868,0.3005776,0.01040927,18,35,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:12:59 UTC
0.3348968,0.3233531,0.01154376,18,39,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:13:04 UTC
0.3419183,0.3288134,0.01310487,18,44,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:13:09 UTC
0.4684354,0.4537807,0.01465463,26,49,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:13:14 UTC
0.483449,0.4672411,0.01620785,26,54,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxODM3NzgsImp0aSI6ImJmZGFhYjg2LTFlYzctNGRiOC05MmMyLTg2YWFkZTU3MmJlYyJ9.,2023-08-16 11:13:19 UTC
0.04986143,0.04986143,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:41:42 UTC
0.06875245,0.06875245,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:41:47 UTC
0.05887335,0.05824322,0.0006301312,3,2,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:41:52 UTC
0.04822864,0.04728768,0.0009409654,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:42:19 UTC
0.06232069,0.06137972,0.0009409654,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:42:24 UTC
0.06360491,0.06266395,0.0009409654,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMxNzYsImp0aSI6ImMzZjNjOGNhLTE1Y2YtNGFlNC05NWMzLWY5ZDQ0MDNmYTJlMyJ9.,2023-08-16 13:42:29 UTC
0.06039497,0.06039497,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:44:44 UTC
0.06540924,0.06448953,0.000919711,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:44:49 UTC
0.05434684,0.05342713,0.000919711,3,3,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:44:54 UTC
0.07139257,0.06955862,0.001833955,3,6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:44:59 UTC
0.05404175,0.05220779,0.001833955,3,6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:45:04 UTC
0.06595867,0.06382373,0.002134939,3,7,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:45:09 UTC
0.06526877,0.0628421,0.002426668,3,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:45:14 UTC
0.07138914,0.06834621,0.003042928,3,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTMzNTMsImp0aSI6ImUxNzcxYTg4LTg2MDctNGFjZC1iNmQ4LTY0YjA2ZjdiODE2NSJ9.,2023-08-16 13:45:19 UTC
0.0487541,0.0487541,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:11:43 UTC
0.066473,0.066473,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:11:48 UTC
0.06725872,0.06725872,0.0,3,0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:11:53 UTC
0.0682132,0.06791231,0.0003008883,3,1,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:11:58 UTC
0.06459383,0.06429294,0.0003008883,3,1,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:03 UTC
0.05772463,0.05710955,0.0006150873,3,2,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:08 UTC
0.06410619,0.0634911,0.0006150873,3,2,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:13 UTC
0.06015383,0.05893606,0.001217776,3,4,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:18 UTC
0.06307125,0.06185348,0.001217776,3,4,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:23 UTC
0.0601331,0.05830183,0.001831269,3,6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:28 UTC
0.05839639,0.05625191,0.002144479,3,7,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:33 UTC
0.06089021,0.05844943,0.002440776,3,8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:38 UTC
0.06234862,0.05960698,0.002741633,3,9,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:44 UTC
0.0801434,0.07708924,0.003054166,4,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:48 UTC
0.08427666,0.0812225,0.003054166,5,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:53 UTC
0.1252375,0.1221833,0.003054166,6,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:12:58 UTC
0.1367526,0.1336984,0.003054166,7,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:03 UTC
0.1683525,0.1652984,0.003054166,8,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:08 UTC
0.1701031,0.167049,0.003054166,8,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:25 UTC
0.1783934,0.1753393,0.003054166,8,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:30 UTC
0.1480938,0.1450396,0.003054166,8,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:35 UTC
0.1668417,0.1637875,0.003054166,9,10,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTIxOTg1NjYsImp0aSI6Ijg0OGIyNWE5LTBiZTItNGRiYS1iN2ZkLTgyYTQxMjEzZGY4ZCJ9.,2023-08-16 15:13:40 UTC
