kills,actions,timer,hits_taken,total_damage_taken,hit_miss_ratio,token,created_at
12.0,91,70,6.0,90.0,0.5647059,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:32:59 UTC
12.0,90,75,6.0,90.0,0.5647059,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:04 UTC
13.0,92,80,6.0,90.0,0.5473684,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:09 UTC
14.0,95,85,6.0,90.0,0.5283019,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:14 UTC
14.0,93,90,6.0,90.0,0.5283019,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:19 UTC
16.0,94,95,6.0,90.0,0.5289256,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:24 UTC
16.0,93,100,6.0,90.0,0.5403226,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:29 UTC
17.0,94,105,6.0,90.0,0.5396826,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:34 UTC
19.0,92,110,8.0,120.0,0.5514706,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTI5MjUsImp0aSI6IjAwNTllMjBlLTk5ODUtNGZkMy05YTlkLTg1YTg0ZTEwYWU2ZiJ9.,2023-08-09 20:33:39 UTC
0.0,1,5,1.0,15.0,0.5,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:22 UTC
1.0,11,10,1.0,15.0,0.4444444,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:27 UTC
1.0,12,15,1.0,15.0,0.4444444,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:32 UTC
2.0,12,20,1.0,15.0,0.6153846,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:37 UTC
2.0,21,25,1.0,15.0,0.6470588,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:42 UTC
4.0,29,30,1.0,15.0,0.5517241,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:47 UTC
6.0,44,35,1.0,15.0,0.6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:52 UTC
7.0,58,40,1.0,15.0,0.6086956,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:43:57 UTC
8.0,65,45,1.0,15.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:02 UTC
8.0,69,50,1.0,15.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:07 UTC
8.0,69,55,1.0,15.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:12 UTC
11.0,80,60,2.0,30.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:17 UTC
11.0,83,65,2.0,30.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:22 UTC
12.0,78,70,2.0,30.0,0.6760563,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:27 UTC
12.0,81,75,2.0,30.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:32 UTC
13.0,83,80,2.0,30.0,0.6419753,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:37 UTC
13.0,80,85,2.0,30.0,0.6162791,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:42 UTC
16.0,84,90,2.0,30.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:47 UTC
16.0,85,95,2.0,30.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:52 UTC
17.0,84,100,2.0,30.0,0.6571429,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:44:57 UTC
19.0,87,105,2.0,30.0,0.6608695,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:02 UTC
21.0,90,110,2.0,30.0,0.6829268,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:07 UTC
22.0,91,115,3.0,45.0,0.6821706,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:12 UTC
26.0,94,120,3.0,45.0,0.6896552,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:17 UTC
27.0,96,125,3.0,45.0,0.6866667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:22 UTC
27.0,94,130,3.0,45.0,0.6866667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:27 UTC
31.0,95,135,3.0,45.0,0.7073171,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:32 UTC
35.0,101,140,3.0,45.0,0.7087912,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:37 UTC
39.0,104,145,3.0,45.0,0.6915423,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:42 UTC
43.0,108,150,3.0,45.0,0.6711111,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:47 UTC
46.0,114,155,3.0,45.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:52 UTC
51.0,117,160,3.0,45.0,0.6782946,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:45:57 UTC
55.0,117,165,3.0,45.0,0.6925926,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:02 UTC
61.0,121,170,3.0,45.0,0.7044674,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:07 UTC
68.0,128,175,4.0,60.0,0.7106918,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:12 UTC
71.0,132,180,5.0,75.0,0.6907514,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:17 UTC
75.0,137,185,5.0,75.0,0.6739131,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:22 UTC
84.0,144,190,5.0,75.0,0.685,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:27 UTC
89.0,148,195,6.0,90.0,0.6814988,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:32 UTC
90.0,149,200,8.0,120.0,0.6836028,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTM2NzcsImp0aSI6ImJiZGIzODE0LWM3ZjMtNDE4MC05ZWE2LWY4ZGI2ZTI1MWExNyJ9.,2023-08-09 20:46:37 UTC
0.0,4,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:17 UTC
0.0,14,10,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:22 UTC
1.0,15,15,0.0,0.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:27 UTC
3.0,32,20,0.0,0.0,0.8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:32 UTC
4.0,47,25,0.0,0.0,0.8421053,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:37 UTC
4.0,52,30,0.0,0.0,0.8421053,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:42 UTC
6.0,60,35,0.0,0.0,0.8571429,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:47 UTC
6.0,72,40,0.0,0.0,0.862069,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:52 UTC
7.0,81,45,0.0,0.0,0.8611111,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:34:57 UTC
10.0,91,50,0.0,0.0,0.8510638,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:02 UTC
10.0,111,55,0.0,0.0,0.8333333,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:07 UTC
10.0,114,60,0.0,0.0,0.8333333,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:12 UTC
12.0,123,65,0.0,0.0,0.8644068,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:17 UTC
16.0,144,70,0.0,0.0,0.8533334,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:22 UTC
16.0,141,75,0.0,0.0,0.8533334,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:27 UTC
18.0,139,80,0.0,0.0,0.8674699,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:32 UTC
22.0,150,85,0.0,0.0,0.8659794,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:37 UTC
29.0,155,90,0.0,0.0,0.8888889,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:42 UTC
33.0,170,95,0.0,0.0,0.8686131,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:47 UTC
39.0,181,100,0.0,0.0,0.8471338,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:52 UTC
44.0,188,105,0.0,0.0,0.8409091,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:35:57 UTC
49.0,198,110,0.0,0.0,0.8497409,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:36:02 UTC
54.0,209,115,0.0,0.0,0.8490566,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:36:07 UTC
60.0,211,120,0.0,0.0,0.8521739,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:36:12 UTC
67.0,220,125,0.0,0.0,0.8611111,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:36:17 UTC
67.0,221,130,2.0,30.0,0.8643411,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTY3ODksImp0aSI6IjA1OWIzZjM5LTc3ZmUtNGUwMi04MWU4LThhZGMwNmQ4OTBhMyJ9.,2023-08-09 21:36:22 UTC
0.0,6,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:32 UTC
2.0,25,10,0.0,0.0,0.8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:37 UTC
3.0,38,15,0.0,0.0,0.8571429,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:42 UTC
4.0,56,20,0.0,0.0,0.8421053,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:47 UTC
5.0,69,25,0.0,0.0,0.8695652,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:52 UTC
7.0,79,30,0.0,0.0,0.875,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:42:57 UTC
7.0,94,35,0.0,0.0,0.875,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:02 UTC
8.0,106,40,0.0,0.0,0.8205128,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:07 UTC
9.0,113,45,0.0,0.0,0.8372093,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:12 UTC
10.0,125,50,0.0,0.0,0.8571429,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:17 UTC
10.0,139,55,0.0,0.0,0.86,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:22 UTC
10.0,143,60,1.0,15.0,0.86,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:27 UTC
10.0,143,65,2.0,30.0,0.86,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:32 UTC
10.0,139,70,2.0,30.0,0.86,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:37 UTC
10.0,135,75,2.0,30.0,0.86,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTcwNjUsImp0aSI6IjAwZjg2ZDhlLWI2NmUtNDYyNi1iZmMzLTI4ODM5ZmU3YTUyMSJ9.,2023-08-09 21:43:42 UTC
0.0,5,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:16 UTC
1.0,15,10,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:21 UTC
2.0,22,15,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:26 UTC
3.0,35,20,0.0,0.0,0.9230769,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:31 UTC
3.0,46,25,0.0,0.0,0.9230769,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:36 UTC
5.0,54,30,0.0,0.0,0.9583333,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:41 UTC
6.0,68,35,0.0,0.0,0.96,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:46 UTC
7.0,78,40,0.0,0.0,0.96875,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2MTc0ODMsImp0aSI6ImU2MzE3YWNhLTM4OWUtNDAzMy05ODA0LTc0ZjgxYjdlZTY0MyJ9.,2023-08-09 21:47:51 UTC
